Order,Tier,Topic,English,Turkish,Swedish,Farsi,Hindi,Is New
1610,Elementary,13. Weather & Nature,This is the highest mountain we have climbed.,Tırmandığımız en yüksek dağ bu.,Det här är det högsta berget vi har klättrat.,,,
1611,Elementary,13. Weather & Nature,"The sun is shining, so we are going to the beach.","Güneş parlıyor, bu yüzden plaja gidiyoruz.","Solen skiner, så vi ska till stranden.",,,
1612,Elementary,13. Weather & Nature,Have they ever tried to climb the highest mountain?,Hiç en yüksek dağa tırmanmayı denediler mi?,Har de någonsin försökt bestiga det högsta berget?,,,
1613,Elementary,13. Weather & Nature,Have you ever ridden a camel in the Sahara Desert?,Sahra Çölü'nde hiç deveye bindin mi?,Har du någonsin ridit en kamel i Saharaöknen?,,,
1614,Elementary,13. Weather & Nature,We discovered a quiet beach far away from the tourists.,Turistlerden uzakta sakin bir plaj keşfettik.,Vi upptäckte en lugn strand långt bort från turisterna.,,,
1615,Elementary,13. Weather & Nature,Rain falls if the clouds get too heavy.,Bulutlar çok ağırlaşırsa yağmur yağar.,Regn faller om molnen blir för tunga.,,,
1616,Elementary,13. Weather & Nature,The sky gets dark as soon as the sun sets.,Güneş batar batmaz gökyüzü kararır.,Himlen mörknar så fort solen går ner.,,,
1617,Elementary,13. Weather & Nature,The moon looks bright if the sky is clear.,Gökyüzü açıksa ay parlak görünür.,Månen lyser starkt om himlen är klar.,,,
1618,Elementary,13. Weather & Nature,We will have a picnic if the weather is nice.,Hava güzel olursa piknik yapacağız.,Vi ska ha en picknick om vädret är fint.,,,
1619,Elementary,13. Weather & Nature,"If the decision were theirs, a cat would win.","Karar onların olsaydı, bir kedi kazanırdı.","Om beslutet var deras, skulle en katt vinna.",,,
1620,Elementary,13. Weather & Nature,They finished the project despite the harsh winter conditions.,Projeyi ağır kış şartlarına rağmen tamamladılar.,De slutförde projektet trots de stränga vinterförhållandena.,,,
1621,Elementary,13. Weather & Nature,Ancient texts were found in a sealed cave.,Antik metinler mühürlü bir mağarada bulundu.,Antika texter hittades i en förseglad grotta.,,,
1622,Elementary,13. Weather & Nature,A rare bird was spotted in the wetlands.,Sulak alanlarda nadir bir kuş görüldü.,En sällsynt fågel sågs i våtmarkerna.,,,
1623,Elementary,13. Weather & Nature,Rising sea levels are slowly changing the global coastline.,Yükselen deniz seviyeleri küresel kıyı şeridini yavaş yavaş değiştiriyor.,Stigande havsnivåer förändrar långsamt världens kustlinje.,,,
1624,Elementary,13. Weather & Nature,The forest fire was brought under control just in time.,Orman yangını tam zamanında kontrol altına alındı.,Skogsbranden kom under kontroll precis i tid.,,,
1625,Elementary,13. Weather & Nature,An earthquake measuring six point five happened off the coast.,Kıyı açıklarında altı buçuk büyüklüğünde bir deprem meydana geldi.,En jordbävning med magnituden sex komma fem inträffade utanför kusten.,,,
1626,Elementary,13. Weather & Nature,The sun was setting as we reached the mountain cabin.,Dağ evine vardığımızda güneş batıyordu.,Solen höll på att gå ner när vi nådde fjällstugan.,,,
1627,Elementary,13. Weather & Nature,We waited under the shelter while the rain poured down.,Yağmur bardaktan boşanırcasına yağarken barınağın altında bekledik.,Vi väntade under skyddet medan regnet öste ner.,,,
1628,Elementary,13. Weather & Nature,He wore a heavy coat even though it was sunny.,Hava güneşli olmasına rağmen kalın bir palto giydi.,Han bar en tung rock trots att det var soligt.,,,
1629,Elementary,13. Weather & Nature,Snow was falling as we decorated the large tree.,Büyük ağacı süslerken kar yağıyordu.,Det snöade medan vi dekorerade det stora trädet.,,,
1630,Elementary,13. Weather & Nature,The waves hit the rocks as the storm grew closer.,Fırtına yaklaştıkça dalgalar kayalara vurdu.,Vågorna slog mot klipporna när stormen närmade sig.,,,
1631,Elementary,13. Weather & Nature,The leaves moved in the wind as we hiked uphill.,Yokuş yukarı yürürken yapraklar rüzgarda dalgalanıyordu.,Bladen vajade i vinden när vi vandrade uppför.,,,
1632,Elementary,13. Weather & Nature,The fishermen returned to the harbor as the sun rose.,Güneş doğarken balıkçılar limana döndüler.,Fiskarna återvände till hamnen när solen gick upp.,,,
1633,Elementary,13. Weather & Nature,The stars shone brightly as we camped in the desert.,Çölde kamp yaparken yıldızlar ışıl ışıl parlıyordu.,Stjärnorna sken klart när vi tältade i öknen.,,,
1634,Elementary,13. Weather & Nature,I thought about my future while watching the ocean.,Okyanusu izlerken geleceğim hakkında düşündüm.,Jag tänkte på min framtid medan jag tittade på havet.,,,
1635,Elementary,13. Weather & Nature,Our lights grew weaker as we explored the deep cave.,Derin mağarayı keşfettikçe ışıklarımız zayıflıyordu.,Våra ljus mattades när vi utforskade den djupa grottan.,,,
1636,Elementary,13. Weather & Nature,"With calmer weather, reaching the summit would have been easy.","Hava daha sakin olsaydı, zirveye ulaşmak kolay olurdu.",Med lugnare väder skulle det ha varit lätt att nå toppen.,,,
1637,Elementary,13. Weather & Nature,"Without sunglasses, the snow glare was almost brutal.","Güneş gözlüksüz, kar parlaması neredeyse dayanılmazdı.",Utan solglasögon var snöbländningen nästan brutal.,,,
1638,Elementary,13. Weather & Nature,Clear skies would have meant a concert under the stars.,"Açık bir gökyüzü, yıldızların altında bir konser anlamına gelirdi.",Molnfri himmel skulle ha betytt en konsert under stjärnorna.,,,
1639,Elementary,13. Weather & Nature,Checking the forecast would have changed our packing list.,Hava durumuna bakmak bavul listemizi değiştirirdi.,Att kolla väderprognosen skulle ha ändrat vår packlista.,,,
1640,Elementary,13. Weather & Nature,The drought caused the lake to shrink significantly.,Kuraklık gölün önemli ölçüde küçülmesine neden oldu.,Torkan orsakade att sjön krympte betydligt.,,,
1641,Elementary,13. Weather & Nature,Birds migrate differently because winters are now warmer.,Kuşlar farklı göç ediyorlar çünkü kışlar artık daha sıcak.,Fåglar migrerar annorlunda eftersom vintrarna nu är varmare.,,,
1642,Elementary,13. Weather & Nature,A large cleanup removed plastic waste from the beach.,Büyük bir temizlik sahildeki plastik atıkları kaldırdı.,En stor städinsats tog bort plastavfall från stranden.,,,
1643,Elementary,13. Weather & Nature,Planting different flowers helps the local bees survive.,"Farklı çiçekler dikmek, yerel arıların hayatta kalmasına yardımcı olur.",Att plantera olika blommor hjälper de lokala bina att överleva.,,,
1644,Elementary,13. Weather & Nature,We should invest much more in wind energy.,Rüzgar enerjisine çok daha fazla yatırım yapmalıyız.,Vi borde investera mycket mer i vindkraft.,,,
1645,Elementary,13. Weather & Nature,Heavy smog made breathing difficult in the valley.,Yoğun sis vadide nefes almayı zorlaştırdı.,Tung smog gjorde andningen svår i dalen.,,,
1646,Elementary,13. Weather & Nature,Sudden weather changes caught the hikers unprepared.,Ani hava değişiklikleri yürüyüşçüleri hazırlıksız yakaladı.,Plötsliga väderförändringar överraskade vandrarna oförberedda.,,,
1647,Elementary,13. Weather & Nature,Maybe we should rethink our summer vacation plans.,Belki yaz tatili planlarımızı yeniden düşünmeliyiz.,Kanske vi borde ompröva våra sommarsemesterplaner.,,,
1648,Elementary,13. Weather & Nature,She had just parked when the rain started pouring down.,Daha yeni park etmişti ki yağmur bardaktan boşanırcasına yağmaya başladı.,Hon hade precis parkerat när regnet började ösa ner.,,,
1649,Elementary,13. Weather & Nature,The storm was not obvious until the lights went out.,"Fırtına, ışıklar sönünceye kadar belirgin değildi.",Stormen var inte uppenbar förrän lamporna slocknade.,,,
1650,Elementary,13. Weather & Nature,The café filled up quickly once the rain started.,Yağmur başlayınca kafe hızla doldu.,Kaféet fylldes snabbt så fort regnet började.,,,
1651,Elementary,13. Weather & Nature,The delay made sense once the weather report arrived.,Hava durumu raporu geldiğinde gecikme mantıklı hale geldi.,Förseningen gav mening när väderrapporten kom.,,,
1652,Elementary,13. Weather & Nature,Experts estimate global temperatures will rise by two degrees.,"Uzmanlar, küresel sıcaklıkların iki derece artacağını tahmin ediyor.",Experter uppskattar att globala temperaturer kommer att stiga med två grader.,,,
1653,Elementary,13. Weather & Nature,The missing ship is believed to have sunk during the storm.,Kayıp geminin fırtına sırasında battığına inanılıyor.,Det saknade fartyget tros ha sjunkit under stormen.,,,
1654,Elementary,13. Weather & Nature,A new bird species was reportedly discovered in the jungle.,Cangılda yeni bir kuş türünün keşfedildiği bildirildi.,En ny fågelart rapporteras ha upptäckts i djungeln.,,,
1655,Elementary,13. Weather & Nature,Climbers say the mountain is impossible in winter.,"Dağcılar, kışın dağın imkansız olduğunu söylüyor.",Klättrare säger att berget är omöjligt på vintern.,,,
1656,Elementary,13. Weather & Nature,Scientists believe the moon was once part of Earth.,Bilim insanları Ay'ın bir zamanlar Dünya'nın bir parçası olduğuna inanıyorlar.,Forskare tror att månen en gång var en del av jorden.,,,
1657,Elementary,13. Weather & Nature,The storm is thought to be the strongest in decades.,Fırtınanın son on yılların en güçlüsü olduğu düşünülüyor.,Stormen tros vara den starkaste på decennier.,,,
1658,Elementary,13. Weather & Nature,The storm is likely to pass before sunrise.,Fırtınanın güneş doğmadan önce geçmesi muhtemel.,Stormen kommer sannolikt att gå över före soluppgången.,,,
1659,Elementary,13. Weather & Nature,Are you planning to stay with us this summer?,Bizimle bu yaz kalmayı planlıyor musunuz?,Planerar du att stanna hos oss i sommar?,,,
1660,Elementary,13. Weather & Nature,The forest is expected to recover by next winter.,Ormanın gelecek kışa kadar toparlanması bekleniyor.,Skogen förväntas återhämta sig till nästa vinter.,,,
1661,Intermediate,14. Transport & Travel,We travel by train.,Trenle seyahat ederiz.,Vi reser med tåg.,,,
1662,Intermediate,14. Transport & Travel,We call a taxi.,Taksi çağırıyoruz.,Vi ringer en taxi.,,,
1663,Intermediate,14. Transport & Travel,Does the airplane arrive on time?,Uçak zamanında varıyor mu?,Kommer flygplanet fram i tid?,,,
1664,Intermediate,14. Transport & Travel,We leave the party before ten.,Partiden ondan önce ayrılırız.,Vi lämnar festen före tio.,,,
1665,Intermediate,14. Transport & Travel,Is the ball under the yellow car.,Top sarı arabanın altında mı?,Är bollen under den gula bilen?,,,
1666,Intermediate,14. Transport & Travel,Your tickets are safe in our envelope.,Biletleriniz zarfımızda güvende.,Dina biljetter är säkra i vårt kuvert.,,,
1667,Intermediate,14. Transport & Travel,The bus stops in eight blocks.,Otobüs sekiz blok sonra duruyor.,Bussen stannar om åtta kvarter.,,,
1668,Intermediate,14. Transport & Travel,Two yellow buses just passed us.,İki sarı otobüs az önce yanımızdan geçti.,Två gula bussar har just passerat oss.,,,
1669,Intermediate,14. Transport & Travel,Seven bottles are enough for the trip.,Gezi için yedi şişe yeterli.,Sju flaskor räcker för resan.,,,
1670,Intermediate,14. Transport & Travel,Where do we board the boat?,Tekneye nereden bineriz?,Var går vi ombord på båten?,,,
1671,Intermediate,14. Transport & Travel,The teenager is fifteen and can travel alone.,Genç on beş yaşında ve yalnız seyahat edebilir.,Tonåringen är femton och kan resa ensam.,,,
1672,Intermediate,14. Transport & Travel,He cannot drive yet because he is too young.,Henüz araba kullanamaz çünkü çok genç.,Han kan inte köra än eftersom han är för ung.,,,
1673,Intermediate,14. Transport & Travel,I try not to drive downtown unless necessary.,Zorunlu olmadıkça şehir merkezine araba sürmemeye çalışırım.,Jag försöker att inte köra in till stan om det inte är nödvändigt.,,,
1674,Intermediate,14. Transport & Travel,We take the bus when it is easy.,Otobüse kolay olduğunda bineriz.,Vi tar bussen när det är enkelt.,,,
1675,Intermediate,14. Transport & Travel,You must wear a seatbelt during the flight.,Uçuş sırasında emniyet kemerinizi takmalısınız.,Du måste bära säkerhetsbälte under flygningen.,,,
1676,Intermediate,14. Transport & Travel,I must print my boarding pass at home.,Evde biniş kartımı basmalıyım.,Jag måste skriva ut mitt boardingkort hemma.,,,
1677,Intermediate,14. Transport & Travel,I must validate my ticket at the machine.,Biletimi makinede onaylamam gerekiyor.,Jag måste validera min biljett i automaten.,,,
1678,Intermediate,14. Transport & Travel,He must show his ticket to the conductor.,Kondüktöre biletini göstermeli.,Han måste visa sin biljett till konduktören.,,,
1679,Intermediate,14. Transport & Travel,They must remain seated until the plane stops.,Uçak durana kadar yerlerinde kalmak zorundalar.,De måste sitta kvar tills flygplanet stannar.,,,
1680,Intermediate,14. Transport & Travel,They must have a valid ticket for the journey.,Yolculuk için geçerli bir biletleri olmalı.,De måste ha en giltig biljett för resan.,,,
1681,Intermediate,14. Transport & Travel,I must find a luggage cart for my bags.,Çantalarım için bir bagaj arabası bulmalıyım.,Jag måste hitta en bagagevagn till mina väskor.,,,
1682,Intermediate,14. Transport & Travel,She answered all the emails before leaving.,O ayrılmadan önce tüm e-postaları cevapladı.,Hon besvarade alla mejl innan hon gick.,,,
1683,Intermediate,14. Transport & Travel,We looked at old photos and remembered the trip.,Eski fotoğraflara baktık ve geziyi hatırladık.,Vi tittade på gamla foton och mindes resan.,,,
1684,Intermediate,14. Transport & Travel,She turned off the lights before leaving.,Çıkmadan önce ışıkları kapattı.,Hon släckte lamporna innan hon gick.,,,
1685,Intermediate,14. Transport & Travel,They took the bus because driving the car was difficult.,Otobüse bindiler çünkü araba kullanmak zordu.,De tog bussen eftersom det var svårt att köra bilen.,,,
1686,Intermediate,14. Transport & Travel,Is taking the train faster than driving a car.,Trenle gitmek araba kullanmaktan daha hızlı mı.,Är det snabbare att åka tåg än att köra bil?,,,
1687,Intermediate,14. Transport & Travel,Taking the train might be much easier this time.,Trene binmek bu sefer çok daha kolay olabilir.,Att åka tåg kan bli mycket enklare den här gången.,,,
1688,Intermediate,14. Transport & Travel,A short trip to London could be fun for everyone.,Londra'ya kısa bir gezi herkes için eğlenceli olabilir.,En kort resa till London skulle kunna vara roligt för alla.,,,
1689,Intermediate,14. Transport & Travel,Calling a taxi might be faster than taking the bus.,"Taksi çağırmak, otobüsle gitmekten daha hızlı olabilir.",Att ringa en taxi kan vara snabbare än att ta bussen.,,,
1690,Intermediate,14. Transport & Travel,"The map is old, so they are lost.","Harita eski, bu yüzden kayboldular.","Kartan är gammal, så de är vilse.",,,
1691,Intermediate,14. Transport & Travel,"The old car is broken, so she takes the bus.","Eski araba bozuk, bu yüzden otobüse biniyor.","Den gamla bilen är sönder, så hon tar bussen.",,,
1692,Intermediate,14. Transport & Travel,We will travel the world if we save enough.,"Yeterince biriktirirsek, dünyayı gezeriz.",Vi kommer att resa jorden runt om vi sparar tillräckligt.,,,
1693,Intermediate,14. Transport & Travel,Wearing a helmet is a must whenever you ride.,Her sürüş yaptığında kask takmak zorunludur.,Att bära hjälm är ett måste varje gång du åker.,,,
1694,Intermediate,14. Transport & Travel,An apology now could stop the situation from getting worse.,"Şimdi özür dilemek, durumun daha da kötüleşmesini engelleyebilir.",En ursäkt nu skulle kunna stoppa situationen från att bli värre.,,,
1695,Intermediate,14. Transport & Travel,Make sure these files are backed up on a drive.,Bu dosyaların bir sürücüye yedeklendiğinden emin olun.,Se till att dessa filer är säkerhetskopierade på en enhet.,,,
1696,Intermediate,14. Transport & Travel,She was voted the most supportive teammate on the trip.,Gezide en destekleyici takım arkadaşı seçildi.,Hon röstades fram som den mest stöttande lagkamraten på resan.,,,
1697,Intermediate,14. Transport & Travel,"If this route works, we will arrive much faster.","Bu güzergah işe yararsa, çok daha hızlı varırız.","Om den här rutten fungerar, kommer vi fram mycket snabbare.",,,
1698,Intermediate,14. Transport & Travel,I managed to find a seat on the crowded bus.,Kalabalık otobüste bir yer bulabildim.,Jag lyckades hitta en sittplats på den fullsatta bussen.,,,
1699,Intermediate,14. Transport & Travel,She assured me she would call as soon as she arrived.,"Bana, varır varmaz arayacağını temin etti.",Hon försäkrade mig att hon skulle ringa så snart hon kom fram.,,,
1700,Intermediate,14. Transport & Travel,She said the long flight had completely worn her out.,Uzun uçuşun onu tamamen bitirdiğini söyledi.,Hon sa att den långa flygresan hade gjort henne helt slut.,,,
1701,Intermediate,14. Transport & Travel,We will have finished cleaning before the guests arrive.,Misafirler gelmeden temizliği bitirmiş olacağız.,Vi ska ha städat färdigt innan gästerna kommer.,,,
1702,Intermediate,14. Transport & Travel,The flight was delayed due to a fault.,Uçuş bir arıza nedeniyle gecikti.,Flyget försenades på grund av ett fel.,,,
1703,Intermediate,14. Transport & Travel,The map you gave me was missing several streets.,Bana verdiğin haritada birkaç cadde eksikti.,Kartan du gav mig saknade flera gator.,,,
1704,Intermediate,14. Transport & Travel,I found a hidden map while looking through the bookstore.,Kitapçıda bakınırken gizli bir harita buldum.,Jag hittade en gömd karta medan jag bläddrade igenom bokhandeln.,,,
1705,Intermediate,14. Transport & Travel,I was waiting at the café when a celebrity arrived.,"Kafede bekliyordum, bir ünlü geldi.",Jag väntade på caféet när en kändis kom.,,,
1706,Intermediate,14. Transport & Travel,She wrote about her trip while traveling through Asia.,Asya'da seyahat ederken gezisi hakkında yazdı.,Hon skrev om sin resa medan hon reste genom Asien.,,,
1707,Intermediate,14. Transport & Travel,The engine made a strange noise as we drove uphill.,Motor yokuş yukarı giderken garip bir ses çıkardı.,Motorn gav ifrån sig ett konstigt ljud när vi körde uppför.,,,
1708,Intermediate,14. Transport & Travel,The scholarship was possible if the form arrived on time.,"Burs, form zamanında ulaşsaydı mümkündü.",Stipendiet var möjligt om formuläret kom in i tid.,,,
1709,Intermediate,14. Transport & Travel,"The highway was faster, but the scenic route won.","Otoyol daha hızlıydı, ama manzaralı yol kazandı.","Motorvägen var snabbare, men den natursköna rutten vann.",,,
1710,Intermediate,14. Transport & Travel,A paper map would have helped before the GPS signal returned.,GPS sinyali geri gelmeden önce bir kağıt harita yardımcı olurdu.,En papperskarta skulle ha hjälpt innan GPS-signalen återvände.,,,
1711,Intermediate,14. Transport & Travel,Following the map would have prevented getting lost.,"Haritayı takip etmek, kaybolmayı önlemiş olurdu.",Att följa kartan skulle ha förhindrat att man gick vilse.,,,
1712,Intermediate,14. Transport & Travel,Does air quality improve when traffic levels are lower?,Trafik yoğunluğu azaldığında hava kalitesi iyileşir mi?,Förbättras luftkvaliteten när trafiknivåerna är lägre?,,,
1713,Intermediate,14. Transport & Travel,"When the doors closed, he realized it was the wrong train.","Kapılar kapandığında, yanlış tren olduğunu fark etti.","När dörrarna stängdes, insåg han att det var fel tåg.",,,
1714,Intermediate,14. Transport & Travel,The problem showed up only once the ticket was scanned.,"Sorun, bilet tarandıktan sonra ortaya çıktı.",Problemet uppstod först när biljetten skannades.,,,
1715,Intermediate,14. Transport & Travel,The trip felt longer because the last bus was cancelled.,Yolculuk daha uzun geldi çünkü son otobüs iptal edildi.,Resan kändes längre eftersom den sista bussen ställdes in.,,,
1716,Intermediate,14. Transport & Travel,Not until the ticket was scanned did the error show up.,Bilet okutulana kadar hata ortaya çıkmadı.,Först när biljetten skannades visade felet sig.,,,
1717,Intermediate,14. Transport & Travel,It was the last train that everyone was waiting for.,Herkesin beklediği son trendi.,Det var det sista tåget som alla väntade på.,,,
1718,Intermediate,14. Transport & Travel,What made the journey smoother was planning less.,Yolculuğu daha sorunsuz kılan şey daha az plan yapmaktı.,Det som gjorde resan smidigare var att planera mindre.,,,
1719,Intermediate,15. Talking About the Past,I found three socks under a pile of clothes.,Elbise yığınının altında üç çorap buldum.,Jag hittade tre strumpor under en hög med kläder.,,,
1720,Intermediate,15. Talking About the Past,He found a letter under some old papers.,Bazı eski kağıtların altında bir mektup buldu.,Han hittade ett brev under några gamla papper.,,,
1721,Intermediate,15. Talking About the Past,I found my socks under the clothes.,Çoraplarımı kıyafetlerin altında buldum.,Jag hittade mina strumpor under kläderna.,,,
1722,Intermediate,15. Talking About the Past,They spoke to the manager about the problem.,Müdürle sorun hakkında konuştular.,De talade med chefen om problemet.,,,
1723,Intermediate,15. Talking About the Past,I chose a blue shirt for the interview.,Mülakat için mavi bir gömlek seçtim.,Jag valde en blå skjorta för intervjun.,,,
1724,Intermediate,15. Talking About the Past,He kept the secret for many years.,Sırrı yıllarca sakladı.,Han höll hemligheten i många år.,,,
1725,Intermediate,15. Talking About the Past,She knew the answer to every question.,Her sorunun cevabını biliyordu.,Hon visste svaret på varje fråga.,,,
1726,Intermediate,15. Talking About the Past,I thought about the problem all day.,Bütün gün sorun üzerinde düşündüm.,Jag tänkte på problemet hela dagen.,,,
1727,Intermediate,15. Talking About the Past,She sang a beautiful song at the party.,O partide güzel bir şarkı söyledi.,Hon sjöng en vacker sång på festen.,,,
1728,Intermediate,15. Talking About the Past,We flew to Japan for our vacation.,Tatilimiz için Japonya'ya uçtuk.,Vi flög till Japan för vår semester.,,,
1729,Intermediate,15. Talking About the Past,They hid the gold in a secret place.,Altını gizli bir yere sakladılar.,De gömde guldet på ett hemligt ställe.,,,
1730,Intermediate,15. Talking About the Past,You won the first prize in the contest.,Yarışmada birincilik ödülünü kazandın.,Du vann förstapriset i tävlingen.,,,
1731,Intermediate,15. Talking About the Past,She painted a landscape even though it was difficult.,Zor olmasına rağmen bir manzara resmi yaptı.,Hon målade ett landskap trots att det var svårt.,,,
1732,Intermediate,15. Talking About the Past,We listened to the radio and discussed the news.,Radyo dinledik ve haberleri tartıştık.,Vi lyssnade på radion och diskuterade nyheterna.,,,
1733,Intermediate,15. Talking About the Past,They smiled for the photo when it was ready.,Fotoğraf hazır olduğunda gülümsediler.,De log för fotot när det var klart.,,,
1734,Intermediate,15. Talking About the Past,They enjoyed the music despite the crowd.,Kalabalığa rağmen müziğin tadını çıkardılar.,De njöt av musiken trots folkmassan.,,,
1735,Intermediate,15. Talking About the Past,I asked a question to clarify a point.,Bir noktayı netleştirmek için bir soru sordum.,Jag ställde en fråga för att förtydliga en punkt.,,,
1736,Intermediate,15. Talking About the Past,He played guitar for the guests.,O misafirler için gitar çaldı.,Han spelade gitarr för gästerna.,,,
1737,Intermediate,15. Talking About the Past,We practiced English and compared our answers.,İngilizce pratik yaptık ve cevaplarımızı karşılaştırdık.,Vi övade engelska och jämförde våra svar.,,,
1738,Intermediate,15. Talking About the Past,I laughed at his joke even though it was simple.,Şaka basit olmasına rağmen güldüm.,Jag skrattade åt hans skämt även om det var enkelt.,,,
1739,Intermediate,15. Talking About the Past,"The movie was boring, so I fell asleep.","Film sıkıcıydı, bu yüzden uyuyakaldım.","Filmen var tråkig, så jag somnade.",,,
1740,Intermediate,15. Talking About the Past,Have they ever visited the national gallery in London?,Londra'daki Ulusal Galeri'yi hiç ziyaret ettiler mi?,Har de någonsin besökt National Gallery i London?,,,
1741,Intermediate,15. Talking About the Past,Have you ever won a trophy in a sports competition?,Bir spor müsabakasında hiç kupa kazandın mı?,Har du någonsin vunnit en pokal i en sporttävling?,,,
1742,Intermediate,15. Talking About the Past,I made a small mistake on this specific part.,Bu spesifik kısımda küçük bir hata yaptım.,Jag gjorde ett litet misstag på den här specifika delen.,,,
1743,Intermediate,15. Talking About the Past,I got this wrong the first time I tried.,Bunu ilk denediğimde yanlış yaptım.,Jag gjorde fel på det här första gången jag försökte.,,,
1744,Intermediate,15. Talking About the Past,"I forgot about that tiny detail, I am sorry.","O küçücük detayı unuttum, özür dilerim.","Jag glömde bort den lilla detaljen, jag är ledsen.",,,
1745,Intermediate,15. Talking About the Past,I checked the wrong box by accident.,Yanlışlıkla yanlış kutuyu işaretledim.,Jag råkade kryssa i fel ruta.,,,
1746,Intermediate,15. Talking About the Past,She eventually found and fixed the software glitch.,"O, sonunda yazılım hatasını bulup düzeltti.",Hon hittade till slut och åtgärdade mjukvarufelet.,,,
1747,Intermediate,15. Talking About the Past,They met their monthly goals for the third time.,Aylık hedeflerini üçüncü kez tutturdular.,De mötte sina månatliga mål för tredje gången.,,,
1748,Intermediate,15. Talking About the Past,They opened the new café much earlier than planned.,Yeni kafeyi planlanandan çok daha erken açtılar.,De öppnade det nya kaféet mycket tidigare än planerat.,,,
1749,Intermediate,15. Talking About the Past,He answered many questions from the audience after his talk.,Konuşmasından sonra seyircilerden birçok soruyu yanıtladı.,Han svarade på många frågor från publiken efter sitt föredrag.,,,
1750,Intermediate,15. Talking About the Past,I finally understood the numbers after staring at the chart.,Grafiğe uzun uzun baktıktan sonra nihayet sayıları anladım.,Jag förstod äntligen siffrorna efter att ha stirrat på diagrammet.,,,
1751,Intermediate,15. Talking About the Past,He told me he felt better after his vacation.,Tatilinden sonra daha iyi hissettiğini bana söyledi.,Han berättade för mig att han mådde bättre efter sin semester.,,,
1752,Intermediate,15. Talking About the Past,She said she already completed the manager's report.,"O, müdürün raporunu zaten tamamladığını söyledi.",Hon sade att hon redan slutfört chefens rapport.,,,
1753,Intermediate,15. Talking About the Past,I told them I could not attend because of work.,Onlara işim yüzünden katılamayacağımı söyledim.,Jag sa till dem att jag inte kunde komma på grund av jobbet.,,,
1754,Intermediate,15. Talking About the Past,He whispered that he wanted the secret kept quiet.,Sırrın gizli kalmasını istediğini fısıldadı.,Han viskade att han ville att hemligheten skulle hållas tyst.,,,
1755,Intermediate,15. Talking About the Past,He told us he was preparing for a professional certification.,Bize profesyonel bir sertifikasyona hazırlandığını söyledi.,Han berättade för oss att han förberedde sig inför en yrkescertifiering.,,,
1756,Intermediate,15. Talking About the Past,She talked about wanting to learn the violin.,Keman çalmayı öğrenmek istediğinden bahsetti.,Hon pratade om att vilja lära sig fiol.,,,
1757,Intermediate,15. Talking About the Past,She said the instructions were not very clear.,Talimatların çok açık olmadığını söyledi.,Hon sa att instruktionerna inte var särskilt tydliga.,,,
1758,Intermediate,15. Talking About the Past,He told her how much he loved the gift.,Ona hediyeyi ne kadar sevdiğini söyledi.,Han berättade för henne hur mycket han älskade presenten.,,,
1759,Intermediate,15. Talking About the Past,They will fix the problem once the system restarts.,Sistem yeniden başladıktan sonra sorunu düzeltecekler.,De kommer att åtgärda problemet när systemet startar om.,,,
1760,Intermediate,15. Talking About the Past,Every small detail was recorded by the investigators.,"Her küçük ayrıntı, araştırmacılar tarafından kaydedildi.",Varje liten detalj registrerades av utredarna.,,,
1761,Intermediate,15. Talking About the Past,Important documents are kept in a fireproof safe.,Önemli belgeler ateşe dayanıklı bir kasada saklanır.,Viktiga dokument förvaras i ett brandsäkert kassaskåp.,,,
1762,Intermediate,15. Talking About the Past,Community feedback helped make the final decision.,"Topluluk geri bildirimi, nihai kararın verilmesine yardımcı oldu.",Gemenskapens feedback hjälpte till att fatta det slutgiltiga beslutet.,,,
1763,Intermediate,15. Talking About the Past,The company was founded a hundred years ago.,Şirket yüz yıl önce kuruldu.,Företaget grundades för hundra år sedan.,,,
1764,Intermediate,15. Talking About the Past,The scientist who found the element won a prize.,Elementi bulan bilim insanı bir ödül kazandı.,Forskaren som fann elementet vann ett pris.,,,
1765,Intermediate,15. Talking About the Past,I met a woman who has visited every country.,Her ülkeyi ziyaret etmiş bir kadınla tanıştım.,Jag träffade en kvinna som har besökt varje land.,,,
1766,Intermediate,15. Talking About the Past,It was a decision that changed my career path.,"Bu, kariyer yolumu değiştiren bir karardı.",Det var ett beslut som förändrade min karriärväg.,,,
1767,Intermediate,15. Talking About the Past,The actor who played the main role won an Oscar.,Başrolü oynayan aktör Oscar kazandı.,Skådespelaren som spelade huvudrollen vann en Oscar.,,,
1768,Intermediate,15. Talking About the Past,The journalist who wrote the article was nominated for a prize.,Makaleyi yazan gazeteci bir ödüle aday gösterildi.,Journalisten som skrev artikeln nominerades till ett pris.,,,
1769,Intermediate,15. Talking About the Past,The employee with the highest sales received a large bonus.,Satışları en yüksek olan çalışan büyük bir prim aldı.,Den anställde med högst försäljning fick en stor bonus.,,,
1770,Intermediate,15. Talking About the Past,I was sleeping until a loud noise woke me up.,Yüksek bir gürültü beni uyandırana kadar uyuyordum.,Jag sov tills ett högt ljud väckte mig.,,,
1771,Intermediate,15. Talking About the Past,The musicians tuned their instruments while the audience sat.,Seyirciler otururken müzisyenler enstrümanlarını akort etti.,Musikerna stämde sina instrument medan publiken satt.,,,
1772,Intermediate,15. Talking About the Past,I took notes while they discussed the new plan.,Onlar yeni planı tartışırken not tuttum.,Jag antecknade medan de diskuterade den nya planen.,,,
